gene,coef_Intercept,coef_diagnosis,coef_age,pval_Intercept,pval_diagnosis,pval_age
'ENCODE_ID_107985263',4.67395543525307,-0.05343086536991665,0.009929175833512393,1.3468302645174173e-23,0.7182512895396271,0.024130059250408068
'ENCODE_ID_654790',6.546450790377337,-0.13089953484697964,-0.014172967462854945,1.103174811514392e-24,0.5036484673701311,0.015153229952738186
'ENCODE_ID_105371630',5.708781810739747,0.20310793378995362,0.011429452215934036,1.422564522871535e-25,0.21441860841054428,0.018210204816385345
'ENCODE_ID_6646',5.863844597496801,0.2990736744215319,0.009676713361907268,3.7151697826352776e-29,0.03405675677809173,0.018497505566083094
'ENCODE_ID_339479',7.644715211466028,-0.05779386823605326,-0.007797366653261648,1.3440035368228839e-39,0.5836837768478909,0.013328072359056559
'ENCODE_ID_441124',6.598379277664669,-0.3495613841507465,-0.013096055671688646,1.4578855995055048e-29,0.02494762927553806,0.004331057345620524
'ENCODE_ID_4139',9.054894774308085,-0.055483368439218195,-0.007821970975810076,6.078271824765122e-42,0.6173452138986953,0.018079091720861126
'ENCODE_ID_55733',5.847648573423816,0.028607382551807115,0.01070948580725249,2.79860574048626e-25,0.8654902146939543,0.032545410051309946
'ENCODE_ID_7399',5.1127920918450975,-0.16497355651905554,0.011571075536324025,5.759199870019206e-25,0.275039333911646,0.010218672162149348
'ENCODE_ID_7159',6.022239952828241,-0.17273816334465764,-0.013393577596456136,3.2348506628760254e-26,0.29889539842980273,0.007125953537650707
'ENCODE_ID_57568',8.500564750643571,-0.30559052398255854,-0.00913173778698524,2.1879200290645107e-37,0.023154757341691763,0.019267621056045067
'ENCODE_ID_102724100',5.989601230594641,0.00943117864306442,0.01216261972813147,2.5111380793205395e-23,0.9609267468659929,0.033183367420074786
'ENCODE_ID_105373218',7.574427729106108,0.24179521878654375,0.011937428882360584,2.0578344217625625e-29,0.17262305680666043,0.02236217300022532
'ENCODE_ID_6894',11.2461324272877,-0.11538488836705074,-0.012684594355476846,4.531882111946236e-35,0.5541572844940584,0.028302333742328014
'ENCODE_ID_6905',7.6808366380473085,-0.01037573833105776,-0.004882001927403236,8.947789496321167e-46,0.8938302743210134,0.03420156802957969
'ENCODE_ID_148789',7.852059847856393,-0.07263854417296617,-0.005933167292483612,3.810625173971261e-45,0.3776592856184121,0.01544614198741342
'ENCODE_ID_105379521',4.472559078460966,0.11946536669943669,0.010894614720296935,3.3179170281590855e-21,0.4621188865624034,0.023808831681764654
'ENCODE_ID_28951',7.500372350577541,-0.4725889936714972,-0.015712796126334264,4.148066215722684e-24,0.045175278780734476,0.022274176014958104
'ENCODE_ID_4548',10.132506557591912,-0.07951089944602097,-0.006421845747542017,6.084569678506204e-48,0.389867165783909,0.01935938954828837
'ENCODE_ID_114548',7.13239127316581,-0.5539435429661831,-0.01783011999941714,1.2821845329510116e-24,0.012157969491757842,0.005648867440781242
'ENCODE_ID_3398',6.811187701553397,-0.41110019682662385,-0.012660931813676309,3.159110495358532e-28,0.017621863855283852,0.011876759394553306
'ENCODE_ID_729475',5.6005099895676995,0.4021992345997518,0.013715974750790037,9.184968122886052e-25,0.018924268859524564,0.006230135904186139
'ENCODE_ID_6868',8.581067888829095,-0.05461211846860359,-0.007738662245834893,9.312480474378534e-40,0.6417535750501597,0.026400700953504726
'ENCODE_ID_151449',6.807152141641278,0.047968654087909623,0.009674829138614165,6.694381216176708e-33,0.7158015809287888,0.014012558305628475
'ENCODE_ID_10113',6.918631552203626,-0.4526934746226405,-0.014376720925047073,6.4144633560504064e-27,0.01644663710186098,0.008888723304215073
'ENCODE_ID_90423',5.787902661561373,-0.21858899142221072,-0.012357459152390362,3.744368057976737e-28,0.1318930645162806,0.004370809012230025
'ENCODE_ID_23683',6.550666699066269,0.32844546680090203,0.010479778108014188,3.8677916072794114e-29,0.03722234240253396,0.022284277537958228
'ENCODE_ID_84695',6.138303064588663,-0.24204937282126457,-0.010947793321649147,1.939647428758638e-32,0.05112797492363737,0.0030226859451603764
'ENCODE_ID_388969',5.998039077166862,0.023233562092697335,0.012293890037364542,1.7448988808482022e-25,0.892115799626239,0.01625135552542474
