gene,coef_Intercept,coef_diagnosis,coef_age,coef_Treatment_Var,pval_Intercept,pval_diagnosis,pval_age,pval_Treatment_Var
'ENSG00000135697',4.432766870626202,0.1093890341982144,0.01129082426456736,0.06507708767291538,1.3101899456851136e-164,0.20957349245603873,0.00014686133685337915,0.5794063305224979
'ENSG00000120049',7.001193078739546,0.37431311791918626,0.01596175776069329,0.10297903408855096,7.841881866335978e-243,0.0003701933489281193,8.458696996295316e-06,0.547673518345161
'ENSG00000157193',8.882923971818462,-0.2524346744202292,-0.01061096343665377,0.580923192544701,2.0607292319082598e-263,0.0011245016861794284,5.812405938671942e-05,0.4944244146544754
'ENSG00000101255',4.694990471856168,-0.17923274690560406,0.015277830806626537,0.14038483467229607,3.859608971891061e-105,0.07632937678544251,9.307901296256393e-06,0.5316045984303583
'ENSG00000171222',6.845100470555923,-0.22281783362706326,-0.015988312134103597,0.006258509802682574,3.6167538350771456e-265,0.06660696808493816,0.00012142920118005073,0.8426207316285454
'ENSG00000250305',8.619770438445697,-0.258487551854426,-0.009390282087303628,0.029224298009660057,0.0,0.0006894255524008956,0.0003079325169279376,0.6602484731520748
'ENSG00000168291',8.188593507687704,-0.3747419022343625,-0.01673915502292364,0.01742523729671858,0.0,0.0015600773280649933,3.61287841940085e-05,0.7260466790755082
'ENSG00000251417',4.365505179667803,0.15924782287275427,0.012416955177904086,0.2363470937340943,7.430597294961973e-55,0.16567885706747965,0.0015113272916065952,0.5124676331348078
'ENSG00000126391',-8.408127203092535e-17,-0.198943653194026,0.008879799733917343,0.0,1.0,0.007806560049962988,0.00048761751128094773,nan
'ENSG00000279905',4.912015949584105,0.06779251160275257,0.010256793020973827,0.08760071537443322,9.291537235741554e-237,0.37781914953360396,9.1197235782405e-05,0.5576723249237008
'ENSG00000149050',4.93613823748911,0.14323293652225094,0.00931529498859992,0.021087002129446704,7.557637434570905e-292,0.07467303144302824,0.0006974316739709176,0.7010272780012528
'ENSG00000159210',6.7148381188382436,-0.06471375381008403,0.005792861706035625,0.12725222063034042,0.0,0.2260241711928418,0.001475995458508179,0.5362312440552236
'ENSG00000281100',5.216088514030094,0.14927014995786742,0.017092456249977198,0.020959161065290784,7.277587629339073e-182,0.16630408962648502,3.557031905869989e-06,0.7018164402013103
'ENSG00000108604',5.146721531661675,0.030770551708589576,0.01136978210140892,0.12515102465866032,1.3841131979051745e-194,0.7113855921959311,6.052436780787177e-05,0.5370666359974541
'ENSG00000145284',9.360611723860309,-0.010155643237055045,-0.016340258147967916,0.11485326113086856,0.0,0.9061915334289952,2.6667578218399086e-08,0.5415500331611847
'ENSG00000173915',8.92852688363916,-0.38955010757602304,-0.02276834461813689,0.06029703742669974,4.610737170422788e-228,0.00961381293323585,9.142072709639038e-06,0.5706718315066979
'ENSG00000166441',7.600015988299515,-0.054735760711984986,-0.01247204401244284,0.6112869676690498,7.014508546157752e-99,0.6082739436654141,0.0006055077999069526,0.493801370471439
'ENSG00000286457',5.19750023725832,0.5995539856120732,0.016565846229571347,0.07840150654953389,1.1157182509519033e-80,2.7636528666480643e-05,0.0006832916017117204,0.5652959713631481
