,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000184005,37.445845977638,-0.5729669527680827,0.22003787930769167,-2.603946895738211,0.009215703467672792,0.06482713476648136
ENSG00000071205,25.55796221374132,-0.06735481812716045,0.22756519276998124,-0.29598031802359803,0.767245112278033,0.8786919461336374
ENSG00000124003,9.081290168841925,0.2593540911394347,0.37945221383749367,0.6834960547904646,0.49429344229822103,0.6921781274866179
ENSG00000197933,11.378639947100416,-0.3373053726339849,0.4768935955140333,-0.7072969228500767,0.47938197740846755,0.6809922611032816
ENSG00000223496,94.04030440892834,-0.11072463994435475,0.09222631745395378,-1.2005753130025678,0.22991598204050911,0.4437774920710583
ENSG00000112237,158.31077217090703,-0.23733262443851405,0.10700426138307836,-2.2179735776022635,0.02655663404010095,0.12058125391777864
ENSG00000141542,273.7757547005757,0.007068710389052882,0.15157692047762641,0.046634476850295044,0.9628045533594739,0.9813365482468894
ENSG00000265749,12.359537466078072,0.09474863034908736,0.22724171119368955,0.41695087513369555,0.6767143401270548,0.820090704646136
ENSG00000164091,138.63151645298151,0.27946211727282116,0.15095790890418334,1.8512585349218276,0.06413236832018854,0.20681145466479128
ENSG00000137312,269.376388682691,0.022679230277993997,0.11081810657881622,0.20465275015201637,0.8378434388739048,0.919468864553981
ENSG00000146247,1263.773790146948,0.2750513591380378,0.10231131065390194,2.6883768508105605,0.007180031435946001,0.05510507063275413
ENSG00000226476,37.617970166221404,0.23660732903039178,0.2450300871292168,0.9656256168476841,0.3342315521462188,0.5540539343875727
ENSG00000004139,22.420040092821676,-0.01732443130949757,0.21765085866069894,-0.07959734878190872,0.9365575038933124,0.9700853475428078
ENSG00000256294,22.33658277148003,0.4844168482669347,0.2984010032393849,1.6233754009141959,0.10450917995806658,0.27884770054243796
ENSG00000148482,58.421436236130376,0.4896583419942432,0.28331808238101214,1.7282989418788326,0.0839346426811121,0.24457311455486005
ENSG00000100836,25.418744299747118,0.09775026686453078,0.13592736854244677,0.7191360203078292,0.4720571154563452,0.6758699493313911
ENSG00000125459,31.88829875396299,-0.3228269526687097,0.16563879967369,-1.9489814784016901,0.051297636646980456,0.18082444575856857
ENSG00000188643,21.784518661500588,0.13134514292850935,0.2619197632630069,0.5014709134286253,0.6160397433599718,0.7794627832829308
ENSG00000081059,12.357302944186072,0.17727318458055233,0.2768540681290946,0.6403127314636079,0.5219693053389567,0.7124876217717614
ENSG00000143624,248.68822722599,-0.11930329395280259,0.12458243680531052,-0.9576253042733637,0.3382517346321311,0.557778691628698
ENSG00000105929,14.296593344581138,-0.6245653901641187,0.5142911617501436,-1.2144198396074113,0.22458744315366463,0.43862518667497946
ENSG00000129534,154.52206621220333,0.266780158147098,0.1930655045315806,1.3818116229223099,0.16702954931524527,0.36816771372626805
ENSG00000114383,54.43963797069636,-0.26133268319935704,0.19434931585613183,-1.3446545054617534,0.17873683281281927,0.38322531206130134
ENSG00000145016,110.31097433352961,-0.28566467342598995,0.20799726923578912,-1.3734058840078127,0.16962620158901442,0.3715469865876198
ENSG00000153936,63.32584983563157,0.3819696118757087,0.1881683530377545,2.029935457845398,0.04236310028335879,0.1605536247821805
ENSG00000272381,21.621986598751157,0.6464891384093533,0.2791406244477297,2.3159980375067595,0.02055837584381146,0.10420997156763985
ENSG00000143878,49.664435297579836,0.7795637980557725,0.22744539132674366,3.4274767824856305,0.0006092183967471293,0.011345832701276839
ENSG00000169981,39.95909534431073,0.5496592541158213,0.25730805053332517,2.136191436593362,0.0326638131648923,0.1380492536464967
ENSG00000224424,9.833991535143555,0.3069293411530066,0.3947754950476556,0.7774781996434591,0.43687669147996155,0.6463876327389423
ENSG00000158869,12.971428489738848,-0.15654493075346923,0.36538647985145745,-0.4284365716463026,0.6683333034060521,0.8147233264172168
ENSG00000100350,124.788021122172,-0.06667255659794029,0.12652874409791157,-0.5269360497749599,0.5982379985369073,0.7681355200937124
ENSG00000162923,190.00542153121742,-0.03071411412874893,0.09924037486242894,-0.3094921212392243,0.7569472045242125,0.8719049632743199
ENSG00000158286,25.536624019798968,0.05980668123096973,0.33243512145025217,0.1799048216387678,0.8572272898447444,0.9300451550686446
ENSG00000186716,75.34649481632111,0.16287883118152469,0.159094013407988,1.0237898189407715,0.30593456021592147,0.5266744000562424
ENSG00000123213,70.0122487667085,0.06385890426093943,0.14688848566950743,0.43474411196953267,0.6637481755948167,0.811519122458968
ENSG00000100344,11.625994517243267,0.02551519774959153,0.29058098950105415,0.08780752585846284,0.9300296561024813,0.9666937747520327
ENSG00000103942,52.670875777436,0.011677362607331992,0.1741966369251697,0.06703552269122325,0.9465534237731675,0.9738587225695474
ENSG00000215190,34.77475773771223,0.07987301790882582,0.23386344055000785,0.34153700005857174,0.7326993554879633,0.8551407147279622
ENSG00000079150,13.19795649281387,0.16546952749734742,0.3102236363470935,0.5333878792917376,0.5937651060743105,0.7656376917262612
ENSG00000141526,15.168472924797026,1.0228627088801132,0.36392970756816556,2.8106051460185526,0.004944842890974697,0.04327388719199032
ENSG00000197748,19.278779406895044,-0.2554455241060306,0.2584587682908979,-0.9883414898059258,0.3229854323020459,0.5426064398130216
ENSG00000162997,7.697879725090323,-0.8081256189009257,0.35609081768602,-2.2694368367944926,0.023241774210415074,0.11164325391753752
ENSG00000133019,130.1251597521484,-0.39422336316636514,0.23908303770448075,-1.6488972490538873,0.09916868682507447,0.2699135121621053
ENSG00000186395,72.26998543152689,-0.31906089601766363,0.2067458602900255,-1.5432516789941106,0.12276972279205153,0.3063670133494319
ENSG00000109917,37.30648360338221,-0.1665708856817338,0.18731843967397768,-0.8892391265464606,0.3738745790539244,0.5911860140296131
ENSG00000198837,189.08867300722548,-0.23212274650900352,0.12637611292503187,-1.836761244956965,0.06624514947682045,0.21068711242435095
ENSG00000111912,504.5046337263987,0.03070635140080114,0.09249362730997635,0.3319834273327191,0.7399017730839452,0.8602821571271345
ENSG00000112992,156.9314349735751,-0.13922135052552287,0.13483965453428556,-1.0324956038071367,0.30184000603609473,0.5221082868656047
ENSG00000213316,11.022168702249736,-0.5541266545230227,0.2538134415221772,-2.183204526914723,0.029020751546134062,0.127858419471436
ENSG00000273301,13.342517238135928,-0.7480829017773098,0.3538560579537002,-2.114088158058867,0.03450773842054028,0.1425148473500499
ENSG00000123353,15.106901589667403,0.48093364962178375,0.27706820754448663,1.7357951454771805,0.0826000627889586,0.24201198815170002
ENSG00000070950,35.380628028933046,0.17103071243396073,0.23033875783132507,0.7425181677814071,0.45777344846274515,0.6641768701653212
ENSG00000149357,36.80032867006662,-0.3541851097963881,0.14053682448057528,-2.5202299191365523,0.011727820100617736,0.07480706220604601
ENSG00000261386,11.343158803082144,0.8458610393557358,0.3152429058417184,2.683204042600843,0.0072920485212567875,0.05559087965225233
ENSG00000177732,69.7833336549225,0.3524086278121844,0.1693959317833083,2.0803842459628035,0.037490303084182997,0.15019394566222083
ENSG00000146872,58.35222439514832,0.31493695609834155,0.15149684320360457,2.0788351059901706,0.03763250897988747,0.1503983120055115
ENSG00000213203,10.072435574818869,-1.0643104043065388,0.4372598498228762,-2.4340455789335933,0.01493111480825382,0.08670678290254752
ENSG00000197299,54.682058645308295,-0.2811746655687142,0.23981136095940106,-1.1724826732304636,0.24100332455927254,0.4565996156581078
ENSG00000282608,40.36949802717167,-0.4795812823606929,0.3109194255153401,-1.5424616251165415,0.12296145631399541,0.3067084090366167
ENSG00000233452,69.47914752325276,-0.5423631136387197,0.20872696511369618,-2.598433380868101,0.009365021501929503,0.06550660421919868
ENSG00000140854,31.472575626717582,0.025218206629592413,0.2052926784066678,0.12284026310786025,0.902233590338942,0.9541543051357133
ENSG00000133056,134.90983431236185,-0.16223475708931165,0.1500654699993249,-1.081093186127638,0.2796556640991904,0.49945000869020373
ENSG00000253333,9.348757298108104,-0.33953897696405305,0.4997642853805292,-0.679398242124329,0.4968855634027043,0.6937150304353136
ENSG00000061455,13.080526005540294,1.0086876925284372,0.4030995216995129,2.5023291723981624,0.012337915126415928,0.07730336607065919
ENSG00000171045,15.756477307991817,-0.21773222810212903,0.2225876285491104,-0.9781865664384393,0.32798205927285795,0.5472389507404486
ENSG00000163235,67.15152917337184,-0.10228545370936619,0.22866009987526031,-0.4473253259539614,0.6546401835840445,0.8062416399716207
ENSG00000164296,27.697481426924664,-0.308793140619889,0.28132984879050543,-1.097619544984131,0.2723706546335227,0.4921238742209833
ENSG00000178700,43.2920372472878,0.28496381113407676,0.16709106533334456,1.705440147655876,0.08811236602383012,0.25171844508324653
ENSG00000261934,14.008929138896782,0.5283769781463782,0.31384907722328875,1.6835384154099742,0.0922709092061845,0.2589245981787031
ENSG00000185745,98.85423533049577,0.06096218234682502,0.19395333160801578,0.31431366422738755,0.7532828211847186,0.8697955371734538
ENSG00000180739,89.06780464913116,-0.0037210220777929956,0.21322362650241838,-0.017451265316279534,0.9860766115614964,0.9934809409237838
ENSG00000101751,100.29935657933757,-0.07734666732725863,0.17243781208097617,-0.4485481832194491,0.6537576204291584,0.8059571727599667
ENSG00000057657,13.159807650336345,-0.3328309952779247,0.3316358645648914,-1.0036037438670913,0.3155696492936205,0.5357149529787267
ENSG00000011485,40.568224722167926,0.034910296728183264,0.24170716521336488,0.14443219627918977,0.8851591943875343,0.9449458863435897
ENSG00000115839,156.7833194053334,-0.16172544035429434,0.11864475122122312,-1.3631065739498553,0.17284892523952167,0.37573530604652433
ENSG00000071082,352.2612554112602,-0.34439338920087936,0.137114722784363,-2.5117170658799237,0.012014537162491954,0.07599896319544848
ENSG00000067167,108.36522398626913,0.337588382985955,0.15308081800731968,2.2052951335144617,0.02743339111875427,0.12350434466959953
ENSG00000115084,145.00796541334392,0.14244189412242678,0.11991110518025949,1.187895765853357,0.23487447807095208,0.4502443339800002
ENSG00000112149,42.72693109437159,-0.2484865016882563,0.2202157135151471,-1.1283777062128886,0.25916043885982354,0.47797196744487586
ENSG00000162139,41.46238012701116,-0.5177331254722044,0.17474522754742966,-2.962788356160859,0.0030486610868433652,0.031981714568459926
ENSG00000100714,98.69089285256493,0.27882141431474433,0.1076825827298694,2.589289811279794,0.00961741156130112,0.06668148835598108
