,baseMean_Diagnosis,log2FoldChange_Diagnosis,lfcSE_Diagnosis,stat_Diagnosis,pvalue_Diagnosis,padj_Diagnosis,baseMean_Age,log2FoldChange_Age,lfcSE_Age,stat_Age,pvalue_Age,padj_Age,log2(Schizophrenia/Control) quantiles,log2(Old/Young) quantiles
ENSG00000077348,137.28022791377055,-0.13799345847963704,0.03083314908520755,-4.475490262064749,7.623617373953813e-06,7.819004568939832e-05,137.28022791377055,-0.1485887341300912,0.03394065943440473,-4.377897678071357,1.198295807710526e-05,0.00022690305569788153,Q2,Q2
ENSG00000077616,590.0908968038254,0.151228128340187,0.02924220792967811,5.171570105234925,2.3213514886244586e-07,6.010529297180904e-06,590.0908968038254,0.13807402330401308,0.03238893882742019,4.26299929243501,2.017011574403407e-05,0.0003356681696281677,Q3,Q2
ENSG00000078795,5.31301785343388,0.38231128283461774,0.09782754840640082,3.9080125083621464,9.305848956184023e-05,0.0005612747045772052,5.31301785343388,0.6050068849947093,0.10981793259008892,5.509181157625537,3.6050674698157436e-08,2.927961848882402e-06,Q8,Q8
ENSG00000079385,12.237014706634561,0.17336084994096265,0.07140644309323173,2.4278040248358863,0.015190549085735366,0.03563712941296144,12.237014706634561,0.2009079172466273,0.07894078787102538,2.5450457572690257,0.010926341944175022,0.03631302919652264,Q4,Q5
ENSG00000081248,12.942138227451233,-0.15272289741916883,0.048427771614300695,-3.153622236338247,0.0016125767891825846,0.005573199105003641,12.942138227451233,-0.2859167913232834,0.05196804097430197,-5.501781209429625,3.7597334359468094e-08,3.016715079358812e-06,Q2,Q1
ENSG00000085465,89.24399799781412,0.18661202746037636,0.035180884725585164,5.304358571877059,1.1306986493706739e-07,3.731950030470275e-06,89.24399799781412,0.16938797984419413,0.03891215662922758,4.353086400689597,1.3423421601613001e-05,0.00024640645633698324,Q4,Q4
ENSG00000086504,487.7474954209219,-0.16440068594207946,0.030034497053111477,-5.473728614511562,4.40663749871116e-08,1.899050922063619e-06,487.7474954209219,-0.16548335184249371,0.03321364968771112,-4.982389872791416,6.280373502271658e-07,2.5030223285456462e-05,Q2,Q2
ENSG00000086506,14.780760443595936,-0.3262125667334615,0.05517332752789249,-5.912504852431585,3.369439170554494e-09,3.0967831352885325e-07,14.780760443595936,-0.28997581793384875,0.05963317618768972,-4.862659285850842,1.1581910937844325e-06,3.874584947527277e-05,Q1,Q1
ENSG00000086717,179.7430393558335,-0.16123515540497924,0.0453466615325302,-3.5556124741247923,0.000377099575355409,0.0017252714081919952,179.7430393558335,-0.20966056863042956,0.05011647325524122,-4.183466134231685,2.8709787505151322e-05,0.0004316689173539564,Q2,Q1
ENSG00000087116,67.9963486759321,0.3787978805701676,0.05200583900371257,7.283756743990346,3.246501820380397e-13,6.855529677369939e-10,67.9963486759321,0.22507552012246165,0.05761933025467475,3.906250196377472,9.373945389032564e-05,0.0010375761917213971,Q8,Q6
ENSG00000088340,35.11192602799325,0.2717160167537488,0.04849561318796353,5.602898878721425,2.107962150771046e-08,1.08938952961532e-06,35.11192602799325,0.20377973848548459,0.05367045131235118,3.796870223794611,0.0001465344522431952,0.001454249224481423,Q7,Q5
ENSG00000091831,60.04957531663249,0.23289707272856364,0.0487981436572302,4.772662549716813,1.8180626735457732e-06,2.6909876254468395e-05,60.04957531663249,0.14127290499464723,0.053985494461771755,2.616867853172772,0.008874068903053114,0.03121100305942552,Q6,Q3
ENSG00000095383,95.02070468793991,0.1685149034166564,0.04186769583384828,4.024938560875355,5.6990192563153724e-05,0.000382720356771285,95.02070468793991,0.16574299789161115,0.046331769068281604,3.5773077787586063,0.00034715133114324463,0.002779111646325764,Q4,Q4
ENSG00000095932,12.37106382642473,-0.25131023778715517,0.06356196619660466,-3.953783257897073,7.692509805576633e-05,0.00048505689732907735,12.37106382642473,-0.21358936764102385,0.06906571689021171,-3.092552676757847,0.0019844301089591556,0.010184646563304058,Q1,Q1
ENSG00000096060,652.044157832753,0.34822889938384244,0.06540349888165507,5.324316058594177,1.0133358304070112e-07,3.4451605468488815e-06,652.044157832753,0.46686336112670707,0.07250707694600793,6.438866118880434,1.2036931288356464e-10,3.553120602109136e-08,Q8,Q8
ENSG00000100097,1189.7842448201395,-0.18055845059646128,0.03831233627227285,-4.712801884836603,2.4433372014654824e-06,3.340073464568083e-05,1189.7842448201395,-0.1497062971981681,0.042442882248559945,-3.527241536553459,0.0004199135108006567,0.003202090592000155,Q2,Q2
ENSG00000100122,9.568906571009592,-0.22308723868074035,0.05777414285806134,-3.861368211533969,0.00011275382664076282,0.0006537176556765398,9.568906571009592,-0.28574009175400095,0.06201017602831719,-4.607954856046798,4.066489213498688e-06,0.00010189069524149216,Q1,Q1
ENSG00000100181,123.7275166665797,0.14305919591964814,0.05609819270738002,2.5501569482973365,0.010767443380996892,0.026809283565550363,123.7275166665797,0.334861134057135,0.062175763797505945,5.3857180612643685,7.215599439039196e-08,5.023167301792671e-06,Q3,Q7
ENSG00000100276,173.46439567868651,-0.22645338913626983,0.03830570504508491,-5.911740532376039,3.3851148320934836e-09,3.0967831352885325e-07,173.46439567868651,-0.21297833484041503,0.042275386068911514,-5.0378803044695335,4.7071564052624e-07,2.0378019927565356e-05,Q1,Q1
ENSG00000100652,11.94009526579028,0.8054502124329312,0.1819205017004655,4.427484560036645,9.5338394613279e-06,9.32050509066547e-05,11.94009526579028,1.0496070223793956,0.20261556864690936,5.180288116006065,2.2154344662267924e-07,1.1410388084184333e-05,Q10,Q10
ENSG00000101000,21.53471465820117,-0.18481449928297858,0.05367878243375038,-3.4429711499338516,0.0005753606887899043,0.0024080004163074503,21.53471465820117,-0.2566384143753257,0.05852142004372743,-4.385375716849736,1.1578575219460163e-05,0.00022120237579596443,Q2,Q1
ENSG00000101222,83.66479755612687,-0.20868576808445574,0.03934276648140314,-5.30429826746167,1.1310724638520802e-07,3.731950030470275e-06,83.66479755612687,-0.21310592039030146,0.043259310067679545,-4.926244086114538,8.382527446181361e-07,3.099415060596824e-05,Q1,Q1
ENSG00000101443,19.389319729861306,-0.14168339589082052,0.03703686486455202,-3.82546947234796,0.00013052310885412595,0.0007349901285252337,19.389319729861306,-0.141287709319879,0.03987937265192057,-3.542876929210537,0.0003957873625441413,0.0030689264892498594,Q2,Q2
ENSG00000101460,616.8019698311007,-0.1479275525986988,0.028276698940810096,-5.231429344293215,1.6820432670094052e-07,4.887956007570909e-06,616.8019698311007,-0.1491176790132662,0.031279607764001016,-4.7672490057526336,1.8675843588856984e-06,5.554529067390094e-05,Q2,Q2
ENSG00000102001,24.941169656436244,-0.16200027020918686,0.03563626558904835,-4.545938457114103,5.469101647576984e-06,6.077534479533301e-05,24.941169656436244,-0.16709519702927123,0.03848152415033506,-4.342218784694793,1.4105096683084335e-05,0.0002565237918296821,Q2,Q2
ENSG00000102003,8635.381921130385,-0.18667755010875878,0.03510776793844877,-5.317271962035393,1.0533457018723094e-07,3.5431566485103082e-06,8635.381921130385,-0.15460402091147651,0.03891387263402181,-3.9729795686361107,7.097913956226249e-05,0.0008421411912861743,Q1,Q2
ENSG00000102174,32.95723625914734,0.17103323816642732,0.04175994904152064,4.095628517084018,4.2102458585293414e-05,0.0003034571262236842,32.95723625914734,0.2056418505131064,0.04616501265164367,4.454495703593936,8.40906129330377e-06,0.0001744696614402163,Q4,Q5
ENSG00000102981,208.24873510773682,-0.15070663975737827,0.028156066742423352,-5.352545905508362,8.672529195634463e-08,3.0653880942252207e-06,208.24873510773682,-0.15347595779818546,0.031032344390954657,-4.945677189729849,7.587961352344075e-07,2.8728769200177396e-05,Q2,Q2
ENSG00000103316,1547.6012643674505,-0.26768711212065327,0.0411332070261014,-6.507810391511422,7.625407901929147e-11,2.6924233143315958e-08,1547.6012643674505,-0.17093333952824719,0.04557601925427771,-3.7505105168263144,0.00017647490275034722,0.0016669510570429171,Q1,Q2
ENSG00000103363,997.4268846546838,-0.16506059041798296,0.03592867358239366,-4.594118679039367,4.345820113394906e-06,5.1204160728499804e-05,997.4268846546838,-0.14071636102198704,0.039794136102710126,-3.536107949643459,0.0004060687263500596,0.0031282270548370016,Q2,Q2
ENSG00000103742,145.5755474775543,0.19951239281282968,0.03765628776935412,5.29824910078362,1.1691839156303603e-07,3.837709899232296e-06,145.5755474775543,0.1600596137484509,0.04168312308337518,3.8399141405095145,0.00012307734653579973,0.0012784063362849144,Q5,Q4
ENSG00000104432,11.403175423397578,0.3379459491267485,0.09229653090061754,3.6615238495869336,0.0002507195159355874,0.0012424835463770113,11.403175423397578,0.4804765310803374,0.1027051608038734,4.678212149415347,2.893870548591866e-06,7.76808047683452e-05,Q7,Q8
ENSG00000104903,25.31912419887278,-0.16028356333617982,0.051159675915070896,-3.1330058384705803,0.0017302600037259212,0.0059202621137191165,25.31912419887278,-0.22505476153309686,0.055880622200418555,-4.0274204665425355,5.639213377914711e-05,0.000719766623554527,Q2,Q1
ENSG00000105048,54.7525751523487,-0.20289107397759393,0.04328301461426268,-4.687544889970233,2.7650206368171802e-06,3.661966355589583e-05,54.7525751523487,-0.14200604385410617,0.04755119239734617,-2.9863823953662103,0.0028229939704435014,0.013260257144903297,Q1,Q2
ENSG00000105419,655.4554620495294,-0.16823185360443654,0.03278910089819961,-5.130724813917477,2.8862860954819384e-07,7.014561028725606e-06,655.4554620495294,-0.31636616937041667,0.03627861872098366,-8.720457959096152,2.7707881250732082e-18,1.7552942772338774e-14,Q2,Q1
ENSG00000106113,27.29513891215356,0.14676103390537848,0.04903759065777235,2.992827174760822,0.0027640622386908655,0.008718838646692099,27.29513891215356,0.1592333667332235,0.05415236084624,2.940469524225363,0.0032771523761453004,0.014846789251166016,Q3,Q4
ENSG00000106236,591.6467410446796,-0.2108855466506444,0.05893083319939787,-3.57852647250199,0.00034553687400846724,0.0016079648115893536,591.6467410446796,-0.16636202186053184,0.06528907157845616,-2.548083742630939,0.010831646621442086,0.0361276665567755,Q1,Q2
ENSG00000106258,27.63800096546628,0.2423182336836342,0.05067100867800998,4.782186895537262,1.7339834544008632e-06,2.6110479894075357e-05,27.63800096546628,0.23163930385358386,0.05609442144230664,4.129453480357684,3.63626565216313e-05,0.0005157255874579126,Q6,Q6
ENSG00000106367,966.5807188660302,-0.18881025428117462,0.03496220495936602,-5.40041037173184,6.648862399710092e-08,2.522188221686433e-06,966.5807188660302,-0.17646823096818806,0.03871852389916291,-4.5577210388437175,5.1711656895711044e-06,0.00012208447693204825,Q1,Q2
ENSG00000106648,46.38607187558977,-0.23808347512974262,0.04247044338023301,-5.60586271723628,2.0722016597638727e-08,1.0789641792825316e-06,46.38607187558977,-0.1778683351524417,0.046531891497994256,-3.822503866194837,0.00013210340670541344,0.0013472066711155187,Q1,Q2
ENSG00000107562,116.68928217511738,-0.14804167197338314,0.03972805138797495,-3.7263763713866167,0.00019425228127489585,0.0010139424898734952,116.68928217511738,-0.1569591949112824,0.043809361199979774,-3.5827775300077844,0.0003399601236865554,0.0027353692424483427,Q2,Q2
ENSG00000107796,223.244233098633,-0.22421930681167512,0.0622486835589701,-3.6019927489593457,0.00031578717478274236,0.0014962690742323656,223.244233098633,-0.3088938364554403,0.06889461667395937,-4.483569999630976,7.340450789431546e-06,0.00015657156818534964,Q1,Q1
ENSG00000107821,13.865698222581752,-0.3105652590969617,0.046816473762231824,-6.633674733262451,3.274309472656899e-11,1.3569807459747413e-08,13.865698222581752,-0.28907506369841846,0.05004121746897281,-5.7767392225749585,7.61621886903878e-09,8.564866248880593e-07,Q1,Q1
ENSG00000107833,93.01923856317353,-0.1454788355021357,0.03575666239447002,-4.068579832681332,4.730055498812121e-05,0.0003314701502762698,93.01923856317353,-0.21159461599938728,0.03930394998929665,-5.383545828269405,7.303264197204918e-08,5.058574397761092e-06,Q2,Q1
ENSG00000108106,200.7007815823253,-0.15317874447270463,0.028351952579484085,-5.40275820662691,6.562389330339717e-08,2.5094207087144132e-06,200.7007815823253,-0.15098911566964418,0.03124523757600867,-4.832388145628299,1.3490491009769923e-06,4.3308577979844154e-05,Q2,Q2
ENSG00000108576,8.661126708073036,0.227965441918823,0.05971133399878814,3.8177918102357187,0.00013465147635289952,0.000754437296016172,8.661126708073036,0.18847330983921734,0.0659069207845588,2.859689204041442,0.004240563740161967,0.01801339156946316,Q6,Q5
ENSG00000109063,45.39554279610727,0.15080582875679482,0.04065542063833367,3.7093658456604732,0.00020777901547830817,0.0010701463927277092,45.39554279610727,0.16033914081951245,0.04491520953214001,3.569818386459456,0.00035722880419066416,0.0028412492434833287,Q3,Q4
ENSG00000109163,3.5056210129333754,0.8756226811279075,0.15342254494699342,5.707262133022431,1.1480790003838e-08,7.297405151268937e-07,3.5056210129333754,0.6703710655729135,0.17222352694490056,3.892447666499044,9.923791104415995e-05,0.0010789765448341257,Q10,Q9
ENSG00000109255,12.46381244495871,-0.3732393570237076,0.06909704767975856,-5.4016686610627085,6.602382012392235e-08,2.5196439788255912e-06,12.46381244495871,-0.3861043543289094,0.07490302576888087,-5.154723061792784,2.5400603758354504e-07,1.2737162913655075e-05,Q1,Q1
ENSG00000109771,303.7546653707106,0.16282193164373587,0.028189439574566523,5.775990374446443,7.650174714446178e-09,5.476369191884513e-07,303.7546653707106,0.1428259794874171,0.031203071192294606,4.577305182788772,4.710040835397718e-06,0.00011359686050346909,Q3,Q3
ENSG00000110876,117.02486903700834,-0.3140771059787892,0.06115542510662199,-5.135719446495688,2.810666928681817e-07,6.870078214744769e-06,117.02486903700834,-0.23776039799569973,0.06759624492043588,-3.517361035003578,0.00043586050603339004,0.0032962709578848296,Q1,Q1
