,n_samples,model_alpha,model_l1_ratio,mean_acc_ctrl,median_acc_ctrl,mean_acc_disease,median_acc_disease,U_stat,p_val_mannwhitneyu,median_stat,p_val_median
0,480,1.2689610031679233,0.9,-2.098115815327933,-4.615847751663665,5.929137821631796,4.337973572934523,29572.0,2.043377175955113e-05,4.901369227198886,0.02683540984968634
