gene,coef_Intercept,coef_diagnosis,coef_age,coef_Hemisphere_Var,pval_Intercept,pval_diagnosis,pval_age,pval_Hemisphere_Var
'ENCODE_ID_101928368',1.2847801648746077e-16,-0.4376870630578014,-0.011378971196897679,0.0,nan,0.0028124734155354656,0.008575799502371959,nan
'ENCODE_ID_55670',8.347510950644653,0.01914898618274255,0.009011185162849975,9.70771580105501e-07,0.0,0.841386807998338,0.0010620949063171589,nan
'ENCODE_ID_150094',9.020604664526031e-17,-0.3068304780224753,-0.013414139958320291,0.0,nan,0.0293302952207481,0.0012644490921917314,nan
'ENCODE_ID_642852',7.448452880956423e-17,-0.25313069961492324,-0.013633311472019497,0.0,nan,0.10681252451881851,0.0032879017574597887,nan
'ENCODE_ID_105372449',6.042335615687493,0.28975015081977584,0.018315781203277048,1.7071660493230104e-06,6.02506511710947e-44,0.2680713650661837,0.01345958563854988,nan
'ENCODE_ID_23076',7.837739105947697,-0.10890133976793795,-0.006276145158534958,0.060687100703773894,0.0,0.20546490860728228,0.01435685155719037,0.6824216866911951
'ENCODE_ID_11077',1.1920737889127954e-16,-0.4058795580450778,-0.013128376066777152,0.0,nan,0.010820844200291498,0.005276787881476452,nan
'ENCODE_ID_1137',7.3435333834901035,-0.40855766971143515,-0.018000345035890288,9.693591995348694e-07,1.371937709143441e-75,0.08651114865096654,0.008662730896376257,nan
'ENCODE_ID_107985484',1.0881176828913875e-17,-0.03827853081105037,0.012845218504381277,0.0,nan,0.8300166439417188,0.014767687450425145,nan
'ENCODE_ID_6899',-4.8055992443893686e-18,0.015082488988309994,0.015139246737308569,0.0,nan,0.9436639792890703,0.016373397066431022,nan
'ENCODE_ID_54487',1.0751331652098508e-16,-0.36609311412517886,-0.011501167247179374,0.0,nan,0.016458622380273978,0.010767722039485282,nan
'ENCODE_ID_102724428',5.787719676096779,-0.27122379831812726,-0.01415859031716595,0.027809843293374995,3.0200804480810154e-102,0.07419486912996953,0.002176700999081574,0.8578661598469338
